year,state,state_code,county,subdivision_type,candidate,party,votes,percentage,total_votes,winning_party
2008,District of Columbia,DC,Ward 5,Ward,John McCain,Republican,887,2.58,34379,Democratic
2008,District of Columbia,DC,Ward 5,Ward,Other,Various Parties,233,0.68,34379,Democratic
2008,District of Columbia,DC,Ward 6,Ward,Barack Obama,Democratic,31031,88.64,35006,Democratic
2008,District of Columbia,DC,Ward 6,Ward,John McCain,Republican,3518,10.05,35006,Democratic
2008,District of Columbia,DC,Ward 6,Ward,Other,Various Parties,457,1.31,35006,Democratic
2008,District of Columbia,DC,Ward 7,Ward,Barack Obama,Democratic,33663,98.72,34100,Democratic
2008,District of Columbia,DC,Ward 7,Ward,John McCain,Republican,312,0.91,34100,Democratic
2008,District of Columbia,DC,Ward 7,Ward,Other,Various Parties,125,0.36,34100,Democratic
2008,District of Columbia,DC,Ward 8,Ward,Barack Obama,Democratic,27394,99.02,27665,Democratic
2008,District of Columbia,DC,Ward 8,Ward,John McCain,Republican,210,0.76,27665,Democratic
2008,District of Columbia,DC,Ward 8,Ward,Other,Various Parties,61,0.22,27665,Democratic
2012,Alabama,AL,Autauga,County,Mitt Romney,Republican,17379,72.49,23973,Republican
2012,Alabama,AL,Autauga,County,Barack Obama,Democratic,6363,26.54,23973,Republican
2012,Alabama,AL,Autauga,County,Other,Other,231,0.97,23973,Republican
2012,Alabama,AL,Baldwin,County,Mitt Romney,Republican,66016,77.22,85491,Republican
2012,Alabama,AL,Baldwin,County,Barack Obama,Democratic,18424,21.55,85491,Republican
2012,Alabama,AL,Baldwin,County,Other,Other,1051,1.23,85491,Republican
2012,Alabama,AL,Barbour,County,Mitt Romney,Republican,5550,48.19,11517,Democratic
2012,Alabama,AL,Barbour,County,Barack Obama,Democratic,5912,51.33,11517,Democratic
2012,Alabama,AL,Barbour,County,Other,Other,55,0.48,11517,Democratic
2012,Alabama,AL,Bibb,County,Mitt Romney,Republican,6132,72.83,8420,Republican
2012,Alabama,AL,Bibb,County,Barack Obama,Democratic,2202,26.15,8420,Republican
2012,Alabama,AL,Bibb,County,Other,Other,86,1.02,8420,Republican
2012,Alabama,AL,Blount,County,Mitt Romney,Republican,20757,86.27,24060,Republican
2012,Alabama,AL,Blount,County,Barack Obama,Democratic,2970,12.34,24060,Republican
2012,Alabama,AL,Blount,County,Other,Other,333,1.39,24060,Republican
2012,Alabama,AL,Bullock,County,Mitt Romney,Republican,1251,23.51,5322,Democratic
2012,Alabama,AL,Bullock,County,Barack Obama,Democratic,4061,76.31,5322,Democratic
2012,Alabama,AL,Bullock,County,Other,Other,10,0.18,5322,Democratic
2012,Alabama,AL,Butler,County,Mitt Romney,Republican,5087,53.54,9502,Republican
2012,Alabama,AL,Butler,County,Barack Obama,Democratic,4374,46.03,9502,Republican
2012,Alabama,AL,Butler,County,Other,Other,41,0.43,9502,Republican
2012,Alabama,AL,Calhoun,County,Mitt Romney,Republican,30278,65.3,46364,Republican
2012,Alabama,AL,Calhoun,County,Barack Obama,Democratic,15511,33.45,46364,Republican
2012,Alabama,AL,Calhoun,County,Other,Other,575,1.25,46364,Republican
2012,Alabama,AL,Chambers,County,Mitt Romney,Republican,7626,52.13,14629,Republican
2012,Alabama,AL,Chambers,County,Barack Obama,Democratic,6871,46.97,14629,Republican
2012,Alabama,AL,Chambers,County,Other,Other,132,0.9,14629,Republican
2012,Alabama,AL,Cherokee,County,Mitt Romney,Republican,7506,76.65,9792,Republican
2012,Alabama,AL,Cherokee,County,Barack Obama,Democratic,2132,21.77,9792,Republican
2012,Alabama,AL,Cherokee,County,Other,Other,154,1.58,9792,Republican
2012,Alabama,AL,Chilton,County,Mitt Romney,Republican,13932,79.68,17485,Republican
2012,Alabama,AL,Chilton,County,Barack Obama,Democratic,3397,19.43,17485,Republican
2012,Alabama,AL,Chilton,County,Other,Other,156,0.89,17485,Republican
2012,Alabama,AL,Choctaw,County,Mitt Romney,Republican,4152,52.06,7976,Republican
2012,Alabama,AL,Choctaw,County,Barack Obama,Democratic,3786,47.47,7976,Republican
2012,Alabama,AL,Choctaw,County,Other,Other,38,0.47,7976,Republican
2012,Alabama,AL,Clarke,County,Mitt Romney,Republican,7470,53.9,13860,Republican
2012,Alabama,AL,Clarke,County,Barack Obama,Democratic,6334,45.7,13860,Republican
2012,Alabama,AL,Clarke,County,Other,Other,56,0.4,13860,Republican
2012,Alabama,AL,Clay,County,Mitt Romney,Republican,4817,72.12,6679,Republican
2012,Alabama,AL,Clay,County,Barack Obama,Democratic,1777,26.61,6679,Republican
2012,Alabama,AL,Clay,County,Other,Other,85,1.27,6679,Republican
2012,Alabama,AL,Cleburne,County,Mitt Romney,Republican,5272,83.43,6319,Republican
2012,Alabama,AL,Cleburne,County,Barack Obama,Democratic,971,15.37,6319,Republican
2012,Alabama,AL,Cleburne,County,Other,Other,76,1.2,6319,Republican
2012,Alabama,AL,Coffee,County,Mitt Romney,Republican,14666,73.99,19821,Republican
2012,Alabama,AL,Coffee,County,Barack Obama,Democratic,4925,24.85,19821,Republican
2012,Alabama,AL,Coffee,County,Other,Other,230,1.16,19821,Republican
2012,Alabama,AL,Colbert,County,Mitt Romney,Republican,13936,59.44,23444,Republican
2012,Alabama,AL,Colbert,County,Barack Obama,Democratic,9166,39.1,23444,Republican
2012,Alabama,AL,Colbert,County,Other,Other,342,1.46,23444,Republican
2012,Alabama,AL,Conecuh,County,Mitt Romney,Republican,3439,48.95,7025,Democratic
2012,Alabama,AL,Conecuh,County,Barack Obama,Democratic,3555,50.6,7025,Democratic
2012,Alabama,AL,Conecuh,County,Other,Other,31,0.45,7025,Democratic
2012,Alabama,AL,Coosa,County,Mitt Romney,Republican,3049,57.72,5282,Republican
2012,Alabama,AL,Coosa,County,Barack Obama,Democratic,2191,41.48,5282,Republican
2012,Alabama,AL,Coosa,County,Other,Other,42,0.8,5282,Republican
2012,Alabama,AL,Covington,County,Mitt Romney,Republican,12153,78.72,15439,Republican
2012,Alabama,AL,Covington,County,Barack Obama,Democratic,3158,20.45,15439,Republican
2012,Alabama,AL,Covington,County,Other,Other,128,0.83,15439,Republican
2012,Alabama,AL,Crenshaw,County,Mitt Romney,Republican,4331,67.42,6424,Republican
2012,Alabama,AL,Crenshaw,County,Barack Obama,Democratic,2050,31.91,6424,Republican
2012,Alabama,AL,Crenshaw,County,Other,Other,43,0.67,6424,Republican
2012,Alabama,AL,Cullman,County,Mitt Romney,Republican,28999,83.92,34555,Republican
2012,Alabama,AL,Cullman,County,Barack Obama,Democratic,5052,14.62,34555,Republican
2012,Alabama,AL,Cullman,County,Other,Other,504,1.46,34555,Republican
2012,Alabama,AL,Dale,County,Mitt Romney,Republican,13108,70.47,18601,Republican
2012,Alabama,AL,Dale,County,Barack Obama,Democratic,5286,28.42,18601,Republican
2012,Alabama,AL,Dale,County,Other,Other,207,1.11,18601,Republican
2012,Alabama,AL,Dallas,County,Mitt Romney,Republican,6288,29.99,20964,Democratic
2012,Alabama,AL,Dallas,County,Barack Obama,Democratic,14612,69.7,20964,Democratic
2012,Alabama,AL,Dallas,County,Other,Other,64,0.31,20964,Democratic
2012,Alabama,AL,DeKalb,County,Mitt Romney,Republican,18331,76.54,23950,Republican
2012,Alabama,AL,DeKalb,County,Barack Obama,Democratic,5239,21.87,23950,Republican
2012,Alabama,AL,DeKalb,County,Other,Other,380,1.59,23950,Republican
2012,Alabama,AL,Elmore,County,Mitt Romney,Republican,26253,73.86,35546,Republican
2012,Alabama,AL,Elmore,County,Barack Obama,Democratic,8954,25.19,35546,Republican
2012,Alabama,AL,Elmore,County,Other,Other,339,0.95,35546,Republican
2012,Alabama,AL,Escambia,County,Mitt Romney,Republican,9287,62.35,14894,Republican
2012,Alabama,AL,Escambia,County,Barack Obama,Democratic,5489,36.85,14894,Republican
2012,Alabama,AL,Escambia,County,Other,Other,118,0.8,14894,Republican
2012,Alabama,AL,Etowah,County,Mitt Romney,Republican,29130,68.34,42624,Republican
2012,Alabama,AL,Etowah,County,Barack Obama,Democratic,12803,30.04,42624,Republican
2012,Alabama,AL,Etowah,County,Other,Other,691,1.62,42624,Republican
2012,Alabama,AL,Fayette,County,Mitt Romney,Republican,6054,76.07,7958,Republican
2012,Alabama,AL,Fayette,County,Barack Obama,Democratic,1817,22.83,7958,Republican
2012,Alabama,AL,Fayette,County,Other,Other,87,1.1,7958,Republican
2012,Alabama,AL,Franklin,County,Mitt Romney,Republican,7567,69.54,10881,Republican
2012,Alabama,AL,Franklin,County,Barack Obama,Democratic,3171,29.14,10881,Republican
2012,Alabama,AL,Franklin,County,Other,Other,143,1.32,10881,Republican
2012,Alabama,AL,Geneva,County,Mitt Romney,Republican,9175,80.97,11331,Republican
2012,Alabama,AL,Geneva,County,Barack Obama,Democratic,2039,17.99,11331,Republican
2012,Alabama,AL,Geneva,County,Other,Other,117,1.04,11331,Republican
2012,Alabama,AL,Greene,County,Mitt Romney,Republican,804,15.05,5343,Democratic
2012,Alabama,AL,Greene,County,Barack Obama,Democratic,4521,84.62,5343,Democratic
2012,Alabama,AL,Greene,County,Other,Other,18,0.33,5343,Democratic
2012,Alabama,AL,Hale,County,Mitt Romney,Republican,3210,37.12,8647,Democratic
2012,Alabama,AL,Hale,County,Barack Obama,Democratic,5411,62.58,8647,Democratic
2012,Alabama,AL,Hale,County,Other,Other,26,0.3,8647,Democratic
2012,Alabama,AL,Henry,County,Mitt Romney,Republican,5628,64.2,8766,Republican
2012,Alabama,AL,Henry,County,Barack Obama,Democratic,3083,35.17,8766,Republican
2012,Alabama,AL,Henry,County,Other,Other,55,0.63,8766,Republican
2012,Alabama,AL,Houston,County,Mitt Romney,Republican,29270,69.72,41984,Republican
2012,Alabama,AL,Houston,County,Barack Obama,Democratic,12367,29.46,41984,Republican
2012,Alabama,AL,Houston,County,Other,Other,347,0.82,41984,Republican
2012,Alabama,AL,Jackson,County,Mitt Romney,Republican,14439,69.98,20632,Republican
2012,Alabama,AL,Jackson,County,Barack Obama,Democratic,5822,28.22,20632,Republican
2012,Alabama,AL,Jackson,County,Other,Other,371,1.8,20632,Republican
2012,Alabama,AL,Jefferson,County,Mitt Romney,Republican,141683,46.53,304523,Democratic
2012,Alabama,AL,Jefferson,County,Barack Obama,Democratic,159876,52.5,304523,Democratic
2012,Alabama,AL,Jefferson,County,Other,Other,2964,0.97,304523,Democratic
2012,Alabama,AL,Lamar,County,Mitt Romney,Republican,5457,76.05,7176,Republican
2012,Alabama,AL,Lamar,County,Barack Obama,Democratic,1646,22.94,7176,Republican
2012,Alabama,AL,Lamar,County,Other,Other,73,1.01,7176,Republican
2012,Alabama,AL,Lauderdale,County,Mitt Romney,Republican,23911,64.57,37032,Republican
2012,Alabama,AL,Lauderdale,County,Barack Obama,Democratic,12511,33.78,37032,Republican
2012,Alabama,AL,Lauderdale,County,Other,Other,610,1.65,37032,Republican
2012,Alabama,AL,Lawrence,County,Mitt Romney,Republican,8874,62.72,14148,Republican
2012,Alabama,AL,Lawrence,County,Barack Obama,Democratic,5069,35.83,14148,Republican
2012,Alabama,AL,Lawrence,County,Other,Other,205,1.45,14148,Republican
2012,Alabama,AL,Lee,County,Mitt Romney,Republican,32194,59.08,54496,Republican
2012,Alabama,AL,Lee,County,Barack Obama,Democratic,21381,39.23,54496,Republican
2012,Alabama,AL,Lee,County,Other,Other,921,1.69,54496,Republican
2012,Alabama,AL,Limestone,County,Mitt Romney,Republican,25295,71.17,35540,Republican
2012,Alabama,AL,Limestone,County,Barack Obama,Democratic,9829,27.66,35540,Republican
2012,Alabama,AL,Limestone,County,Other,Other,416,1.17,35540,Republican
2012,Alabama,AL,Lowndes,County,Mitt Romney,Republican,1756,23.34,7523,Democratic
2012,Alabama,AL,Lowndes,County,Barack Obama,Democratic,5747,76.39,7523,Democratic
2012,Alabama,AL,Lowndes,County,Other,Other,20,0.27,7523,Democratic
2012,Alabama,AL,Macon,County,Mitt Romney,Republican,1331,12.8,10396,Democratic
2012,Alabama,AL,Macon,County,Barack Obama,Democratic,9045,87.0,10396,Democratic
2012,Alabama,AL,Macon,County,Other,Other,20,0.2,10396,Democratic
2012,Alabama,AL,Madison,County,Mitt Romney,Republican,90884,58.47,155428,Republican
2012,Alabama,AL,Madison,County,Barack Obama,Democratic,62015,39.9,155428,Republican
2012,Alabama,AL,Madison,County,Other,Other,2529,1.63,155428,Republican
2012,Alabama,AL,Marengo,County,Mitt Romney,Republican,5336,46.23,11543,Democratic
2012,Alabama,AL,Marengo,County,Barack Obama,Democratic,6167,53.43,11543,Democratic
2012,Alabama,AL,Marengo,County,Other,Other,40,0.34,11543,Democratic
2012,Alabama,AL,Marion,County,Mitt Romney,Republican,9697,79.95,12129,Republican
2012,Alabama,AL,Marion,County,Barack Obama,Democratic,2249,18.54,12129,Republican
2012,Alabama,AL,Marion,County,Other,Other,183,1.51,12129,Republican
2012,Alabama,AL,Marshall,County,Mitt Romney,Republican,25867,79.24,32644,Republican
2012,Alabama,AL,Marshall,County,Barack Obama,Democratic,6299,19.3,32644,Republican
2012,Alabama,AL,Marshall,County,Other,Other,478,1.46,32644,Republican
2012,Alabama,AL,Mobile,County,Mitt Romney,Republican,94893,54.18,175140,Republican
2012,Alabama,AL,Mobile,County,Barack Obama,Democratic,78760,44.97,175140,Republican
2012,Alabama,AL,Mobile,County,Other,Other,1487,0.85,175140,Republican
2012,Alabama,AL,Monroe,County,Mitt Romney,Republican,5741,53.57,10717,Republican
2012,Alabama,AL,Monroe,County,Barack Obama,Democratic,4914,45.85,10717,Republican
2012,Alabama,AL,Monroe,County,Other,Other,62,0.58,10717,Republican
2012,Alabama,AL,Montgomery,County,Mitt Romney,Republican,38332,37.56,102067,Democratic
2012,Alabama,AL,Montgomery,County,Barack Obama,Democratic,63085,61.81,102067,Democratic
2012,Alabama,AL,Montgomery,County,Other,Other,650,0.63,102067,Democratic
2012,Alabama,AL,Morgan,County,Mitt Romney,Republican,35391,71.56,49459,Republican
2012,Alabama,AL,Morgan,County,Barack Obama,Democratic,13439,27.17,49459,Republican
2012,Alabama,AL,Morgan,County,Other,Other,629,1.27,49459,Republican
2012,Alabama,AL,Perry,County,Mitt Romney,Republican,1506,24.68,6101,Democratic
2012,Alabama,AL,Perry,County,Barack Obama,Democratic,4568,74.87,6101,Democratic
2012,Alabama,AL,Perry,County,Other,Other,27,0.45,6101,Democratic
2012,Alabama,AL,Pickens,County,Mitt Romney,Republican,5124,53.26,9621,Republican
2012,Alabama,AL,Pickens,County,Barack Obama,Democratic,4455,46.3,9621,Republican
2012,Alabama,AL,Pickens,County,Other,Other,42,0.44,9621,Republican
2012,Alabama,AL,Pike,County,Mitt Romney,Republican,7963,56.38,14123,Republican
2012,Alabama,AL,Pike,County,Barack Obama,Democratic,6035,42.73,14123,Republican
2012,Alabama,AL,Pike,County,Other,Other,125,0.89,14123,Republican
2012,Alabama,AL,Randolph,County,Mitt Romney,Republican,7224,69.32,10421,Republican
2012,Alabama,AL,Randolph,County,Barack Obama,Democratic,3078,29.54,10421,Republican
2012,Alabama,AL,Randolph,County,Other,Other,119,1.14,10421,Republican
2012,Alabama,AL,Russell,County,Mitt Romney,Republican,8278,43.78,18910,Democratic
2012,Alabama,AL,Russell,County,Barack Obama,Democratic,10500,55.53,18910,Democratic
2012,Alabama,AL,Russell,County,Other,Other,132,0.69,18910,Democratic
2012,Alabama,AL,Shelby,County,Mitt Romney,Republican,71436,77.03,92742,Republican
2012,Alabama,AL,Shelby,County,Barack Obama,Democratic,20051,21.62,92742,Republican
2012,Alabama,AL,Shelby,County,Other,Other,1255,1.35,92742,Republican
2012,Alabama,AL,St. Clair,County,Mitt Romney,Republican,29031,82.39,35235,Republican
2012,Alabama,AL,St. Clair,County,Barack Obama,Democratic,5801,16.46,35235,Republican
2012,Alabama,AL,St. Clair,County,Other,Other,403,1.15,35235,Republican
2012,Alabama,AL,Sumter,County,Mitt Romney,Republican,1586,22.56,7030,Democratic
2012,Alabama,AL,Sumter,County,Barack Obama,Democratic,5421,77.11,7030,Democratic
2012,Alabama,AL,Sumter,County,Other,Other,23,0.33,7030,Democratic
2012,Alabama,AL,Talladega,County,Mitt Romney,Republican,19246,57.6,33416,Republican
2012,Alabama,AL,Talladega,County,Barack Obama,Democratic,13905,41.61,33416,Republican
2012,Alabama,AL,Talladega,County,Other,Other,265,0.79,33416,Republican
2012,Alabama,AL,Tallapoosa,County,Mitt Romney,Republican,12396,65.76,18851,Republican
2012,Alabama,AL,Tallapoosa,County,Barack Obama,Democratic,6319,33.52,18851,Republican
2012,Alabama,AL,Tallapoosa,County,Other,Other,136,0.72,18851,Republican
2012,Alabama,AL,Tuscaloosa,County,Mitt Romney,Republican,45748,58.08,78772,Republican
2012,Alabama,AL,Tuscaloosa,County,Barack Obama,Democratic,32048,40.68,78772,Republican
2012,Alabama,AL,Tuscaloosa,County,Other,Other,976,1.24,78772,Republican
2012,Alabama,AL,Walker,County,Mitt Romney,Republican,21651,75.74,28585,Republican
2012,Alabama,AL,Walker,County,Barack Obama,Democratic,6557,22.94,28585,Republican
2012,Alabama,AL,Walker,County,Other,Other,377,1.32,28585,Republican
2012,Alabama,AL,Washington,County,Mitt Romney,Republican,5761,65.56,8787,Republican
2012,Alabama,AL,Washington,County,Barack Obama,Democratic,2976,33.87,8787,Republican
2012,Alabama,AL,Washington,County,Other,Other,50,0.57,8787,Republican
2012,Alabama,AL,Wilcox,County,Mitt Romney,Republican,1679,25.61,6555,Democratic
2012,Alabama,AL,Wilcox,County,Barack Obama,Democratic,4868,74.26,6555,Democratic
2012,Alabama,AL,Wilcox,County,Other,Other,8,0.13,6555,Democratic
2012,Alabama,AL,Winston,County,Mitt Romney,Republican,8312,85.44,9728,Republican
2012,Alabama,AL,Winston,County,Barack Obama,Democratic,1286,13.22,9728,Republican
2012,Alabama,AL,Winston,County,Other,Other,130,1.34,9728,Republican
2012,Arizona,AZ,Apache,County,Mitt Romney,Republican,8250,31.83,25917,Democratic
2012,Arizona,AZ,Apache,County,Barrack Obama,Democratic,17147,66.16,25917,Democratic
2012,Arizona,AZ,Apache,County,Other,Other,520,2.01,25917,Democratic
2012,Arizona,AZ,Cochise,County,Mitt Romney,Republican,29497,59.95,49201,Republican
2012,Arizona,AZ,Cochise,County,Barrack Obama,Democratic,18546,37.69,49201,Republican
2012,Arizona,AZ,Cochise,County,Other,Other,1158,2.35,49201,Republican
2012,Arizona,AZ,Coconino,County,Mitt Romney,Republican,21220,40.84,51962,Democratic
2012,Arizona,AZ,Coconino,County,Barrack Obama,Democratic,29257,56.3,51962,Democratic
2012,Arizona,AZ,Coconino,County,Other,Other,1485,2.86,51962,Democratic
2012,Arizona,AZ,Gila,County,Mitt Romney,Republican,13455,62.31,21595,Republican
2012,Arizona,AZ,Gila,County,Barrack Obama,Democratic,7697,35.64,21595,Republican
2012,Arizona,AZ,Gila,County,Other,Other,443,2.05,21595,Republican
2012,Arizona,AZ,Graham,County,Mitt Romney,Republican,8076,67.84,11905,Republican
2012,Arizona,AZ,Graham,County,Barrack Obama,Democratic,3609,30.31,11905,Republican
2012,Arizona,AZ,Graham,County,Other,Other,220,1.85,11905,Republican
2012,Arizona,AZ,Greenlee,County,Mitt Romney,Republican,1592,53.32,2986,Republican
2012,Arizona,AZ,Greenlee,County,Barrack Obama,Democratic,1310,43.87,2986,Republican
2012,Arizona,AZ,Greenlee,County,Other,Other,84,2.81,2986,Republican
2012,Arizona,AZ,La Paz,County,Mitt Romney,Republican,3714,64.76,5735,Republican
2012,Arizona,AZ,La Paz,County,Barrack Obama,Democratic,1880,32.78,5735,Republican
2012,Arizona,AZ,La Paz,County,Other,Other,141,2.46,5735,Republican
2012,Arizona,AZ,Maricopa,County,Mitt Romney,Republican,749885,54.3,1380959,Republican
2012,Arizona,AZ,Maricopa,County,Barrack Obama,Democratic,602288,43.61,1380959,Republican
2012,Arizona,AZ,Maricopa,County,Other,Other,28786,2.08,1380959,Republican
2012,Arizona,AZ,Mohave,County,Mitt Romney,Republican,49168,69.91,70328,Republican
2012,Arizona,AZ,Mohave,County,Barrack Obama,Democratic,19533,27.77,70328,Republican
2012,Arizona,AZ,Mohave,County,Other,Other,1627,2.31,70328,Republican
2012,Arizona,AZ,Navajo,County,Mitt Romney,Republican,19884,53.07,37465,Republican
2012,Arizona,AZ,Navajo,County,Barrack Obama,Democratic,16945,45.23,37465,Republican
